delivery_id,predicted duration
100142,2556.0278250063675
176333,2778.7005837576694
10534,2751.857573551246
143332,2107.2856235457207
122453,2599.442492994627
97867,2333.929794960189
123259,2550.1986471623472
54060,3051.591114143893
250937,2836.7561430931096
102918,2435.835847483703
131281,2507.665405400672
197896,3090.2459385267075
233993,2409.8228641962364
187108,2582.1627937797616
153760,3334.555905640134
199786,3163.7696492416158
65384,2562.8454506798203
239205,2618.4912142667476
163246,2801.7894322131833
225615,2369.2297651693684
216414,2488.0759729330302
121876,2379.9579407997103
75206,2810.7023019092526
44419,3255.8405715216236
219929,2703.6665203379353
220161,2230.3463077578213
223443,2620.547368742996
76801,2016.0368538100029
7034,2614.0617289881043
138070,2192.6584986857556
51255,3130.253957639457
15219,2198.4606489023404
42670,2156.379448963269
41544,2431.2420160284955
151277,2176.477164092208
167100,2327.200713292137
14738,2412.248395514328
21520,2488.9549164509126
106737,2252.1958327841735
183776,2621.1278083052407
177760,2124.669561074365
28012,2580.9635233284953
212135,2916.08717184535
232032,2990.554384852201
162855,1892.0477517734425
54702,3953.525243762815
244644,2843.4656846566377
195859,2669.5673518152266
44899,2552.3186158860003
95857,2829.5905606618876
195567,2590.6922101617192
245760,2243.554208270324
161778,3257.8652521693116
115087,3560.201165890167
2007,3022.405519923601
211677,2795.83769594599
228146,3942.3408637620023
207990,3074.89789016522
44137,2516.390492428267
143519,3335.375960512136
87369,2623.173733928589
248593,3594.53148221078
77865,2272.5378610112016
206253,1796.2120995799337
180202,2095.1632457224023
118936,2396.719802146973
132441,2041.8384714643844
99599,2167.831344782383
99999,2991.6825399304794
36550,2403.0021004240443
212923,2252.4698351379657
51958,3572.914330784394
3700,2560.851393386274
44754,2804.3210198663273
233005,2601.2111272283487
236501,2530.0354089069524
190945,2630.0951459195485
180671,2726.231564516732
126786,2634.6306866915033
173967,2815.497248239816
154879,2221.922977002337
108667,2510.368183799248
51072,2278.3752603656826
65398,2887.660818281009
183992,3040.994721331426
127029,3067.2396738935436
189356,3298.766265713239
215318,3440.508580698746
173908,3178.380584247938
77554,3201.7447262347187
230228,2868.561070598439
74875,3010.510716954084
223702,3359.029108987087
182988,3029.7950864923123
220191,2659.542372823117
165169,2948.089062272505
169529,3754.384034310257
112225,2784.748449483321
248855,2589.280689117721
154581,2349.783712632251
213300,2545.825311970045
152425,2143.6341234445913
28197,2563.561651883189
83074,2321.9621863945567
18466,3040.9644615532247
99700,2381.781362541576
236174,2798.4317637747763
147749,2602.1054514744005
119641,2784.5250530381027
192443,2406.0940581752984
204436,3098.2877010989437
218918,3001.5187840861945
134852,3630.823598861413
205741,2909.711327807234
13610,2872.813171788045
6456,2986.46929630539
35888,2729.7468892742622
77056,2912.082918949414
159842,2922.981691097249
149249,2262.0405625554517
189524,2865.3444996457156
220658,1906.8934564864035
101243,2783.6675209936416
130162,2723.0570602082303
122821,2528.15113178695
114279,2643.570335660289
68986,3282.8800957263934
144978,2884.212466618515
64031,2510.62993131154
113474,2881.3260261793966
225145,3079.6521067465533
68475,2864.9692951492725
174680,2473.3441384507614
14093,3318.492628683725
98193,3128.664977609349
199654,2913.588208918428
44575,3106.2521879876854
239200,3364.4520279715434
93918,2291.1392610721405
232451,2846.4866837192376
154671,2193.085911146792
35632,3084.2135588812325
163735,2934.0381863513244
234762,2428.55374222626
156132,3031.957313496232
106113,2340.9541259517064
11761,2337.5522379932418
204183,2275.5710739612105
65858,2716.323381215416
133585,2151.9803269591553
217652,2694.0378325964793
80321,2222.9605644088088
139617,2778.3574851427325
129695,2756.556940112012
119818,2790.245605236497
29977,2894.1945572844643
226271,2640.5994792832344
24625,2868.124636126686
130421,2617.070046078849
229867,2783.031999965835
63624,2704.97400470631
157444,3131.6798901396332
105657,2063.580227816319
218500,2010.8297318838445
24396,2137.312720613045
9548,2703.228106508616
144691,2430.9639070203434
67854,2744.4575424380464
110263,3070.163500482845
180819,2284.783643553766
109240,2696.7532619259155
194286,2774.9763065622365
201735,3238.1229006023
157033,3222.732203963378
4924,2660.5378859198127
184866,3297.5883864883904
238880,2777.7907403414492
15596,3259.778708133327
225668,3182.1600525137133
223914,3095.996435705889
227540,3135.4892484351144
39178,3073.416096559314
62685,3084.714137153858
79627,4597.746488117449
131191,2798.289572476924
145298,2849.270949663731
240945,2614.425318325982
226427,3044.9085805606196
165390,3307.442268237458
208801,3010.3458307182623
15032,2968.884670896087
175927,2818.0893999358586
234816,3574.848027034315
113508,2168.279315678374
56831,2356.265822487758
237318,3641.6749298473
227905,3116.522748571829
57230,2947.563344336301
147182,2687.444018899639
28036,2713.8798478187437
13206,3389.9144453079434
211091,2934.5106030592483
88159,3267.8599363824296
223430,3225.013520920625
224528,3074.9791985824963
248478,2892.961618573331
159281,2791.5167749512616
36305,3237.3362078805585
142871,3109.063850322043
229777,2872.564545567731
107895,2673.1647988233904
144172,2111.7543066922954
187649,2396.645760277372
131666,2034.2873393007685
241503,2402.3284987219586
249517,2477.150073648607
12495,2470.069125718578
67797,2488.766593190283
181781,2443.0631082258387
55440,2976.1397135861953
131029,2513.6313852909884
83563,2805.12894221957
50852,3406.922129471466
91538,2431.995435751928
22899,4361.3957413802655
50705,3011.357630859918
223480,3983.9660423495525
215113,2646.9596425422983
194971,3786.4079342073805
5583,2174.2391008152204
220960,2510.2776955426593
89275,2077.4626066381
116758,2374.9717150006672
230992,2117.7003857622763
97102,2205.9509818771166
77418,2934.5806548595942
62364,2512.0286687274706
110146,2469.9735072115
100986,2322.9419984500782
128389,2903.693366247659
105107,2657.7956526774724
197784,2347.9648053529563
68358,2774.856149543637
217233,2421.1495839567124
158774,2900.836373788139
135314,2464.6938711707494
110742,2667.6051160949028
89747,2545.924738359388
88314,2713.824052428024
115695,2462.975465401092
51610,2980.7700078261755
24604,2895.720691092087
113981,2585.4716668211663
67234,2383.9146256561085
118523,2290.7428665347325
140158,2375.5051019669327
71178,2283.3516543536257
174076,2519.348795715066
49611,2608.853874330298
115169,2285.7663273177313
97054,3012.3554250949483
202619,2367.8092327247155
106600,2343.738921578333
194985,3047.73221261103
226459,3186.369981741544
156340,2966.31362929895
153910,2292.773561905274
49477,2920.0178716512482
85976,2434.7369339791007
17930,2821.5318109880072
249705,2264.687235581004
91514,2455.604475644777
130550,2623.153362509609
39280,2602.3507923652774
112720,2132.80184235067
186480,2241.101118645347
17284,2736.8608324601078
18761,3012.3426951889223
243593,2709.6302607065936
203422,3032.0811655654647
182936,2660.684632920072
91050,2782.447071827343
168787,2614.4759762023646
204110,2681.1945795683473
66818,2590.016504541666
26336,2709.673007428547
96455,2676.4339728861637
20011,2098.451040221198
96942,2889.2856490637614
19892,2300.1430892228805
15013,2761.466213535576
93935,2769.2474107346106
82629,2185.545424959342
135614,3000.3893609769602
40764,2838.054438543818
179991,2513.072949087636
243722,3134.8457253237452
108145,3401.076584318465
134544,2745.4372199846607
175700,2276.9159236344994
214607,2860.0262704560455
155203,2773.3021678002883
79273,2640.3089618549075
62989,2510.2357086732686
101732,2199.7618281195773
62210,2798.1920412455142
3966,2166.4913022675587
185517,2454.0898764091316
38561,2055.898446640842
225211,2194.401508895412
186318,2655.522949027025
215811,3358.092660692909
171615,5012.6162588992465
191285,3077.2427644392696
54548,3101.617296977914
170813,2905.1474797668957
41833,3084.0473029107825
55336,2136.825664114582
40707,3653.8095206865046
232948,3081.6686106410866
239002,2854.0295212451074
187400,2396.948769128265
240602,2938.3736788566875
209091,3044.9014298517745
37653,3012.495818708502
246155,2737.535895353364
112903,2465.3749811096895
224321,2262.495786530847
69683,2889.630173991254
189933,2876.4026790383496
81607,2841.081890275514
244294,2955.999964244954
235813,2959.259746436744
22004,2893.904634031191
71674,2175.301754979108
106578,2937.57208797368
197634,2856.8589316870116
192710,2689.544194454433
55998,2841.888934715204
142333,3281.5226120673588
100770,3141.2795397197815
146585,2899.9944748661974
219157,2011.310834554516
5649,2745.7401789363926
176255,2986.0857932638064
140699,2211.0991093872126
141763,2960.17428858995
137040,2796.422223638863
61747,2581.493607402096
114168,2546.748837756473
37780,3161.6968353910725
185370,3005.7738483974545
29557,2662.1976193472583
131113,2564.7172258445967
79174,2845.1400619619885
47285,3742.696796985935
54451,3091.032146670584
113573,2445.9551538301193
219190,2846.3350006048636
135331,2463.5811667046482
56569,1849.109647868818
147708,2467.6217184444718
235122,2264.333289890438
125132,2137.671953697216
154456,2414.044469258348
177647,2552.7189761005043
74287,3444.719025824189
225225,2653.9303987837648
20386,2934.81779621695
153766,2634.2302271283484
227633,2890.9101997192297
115680,2473.0544752244286
214373,2542.6379166667793
45423,2778.286171878071
125328,2930.3332691797414
213149,2141.0925720357072
216657,2592.575551701508
91776,2541.594589120356
216021,2601.422142076309
218157,2139.3804849006897
207112,2313.181625196567
172389,2540.2675917023184
33397,2942.7844763356893
1745,2609.8240045539574
249602,3783.9830745138356
36391,2576.8308172363104
20017,3566.746575662073
118568,2868.933601114533
13042,2999.235735094801
165532,2734.861071420413
128228,2677.1870072582524
23359,2691.388334631364
503,2878.175917717354
2923,2702.42158375582
114828,2556.8202167211984
30014,2696.6838086255066
28126,2907.4917769240747
196361,2631.1904233710725
207220,2710.4524461017963
146129,2081.158448853396
238376,2343.408410413748
102650,1902.072692578918
199395,2816.616243540997
63768,2314.5868042683264
205226,2045.2642539555163
46988,2962.9775861101825
181903,2897.5937476652316
189474,2735.609027299786
10570,2612.1162925618846
12421,3232.3988200276845
242768,2648.6293593348487
101550,2942.4122333022524
216810,3409.8577023755684
92124,3003.4525029255497
141516,3112.6283100159185
203178,2935.3767504178695
122501,2476.9839505284754
137335,2104.7116463853254
137738,2215.0293807761454
153620,2222.367477195849
181976,2738.9894177102856
5465,2323.7414164316738
227784,2180.4303307696555
27453,2402.759714378173
184928,2939.195867874873
30475,2893.994281111837
246870,2437.6060396757143
205165,2540.749182991299
68086,2099.4791852233634
176879,2787.567217307729
246900,3193.786856285868
125998,3407.2784242275484
190741,3500.487850429913
159938,3442.6933357489825
32222,2939.4487480332496
240228,2962.1115423428437
81268,2392.9589770621037
224954,3345.0317084246603
37177,3321.3580813456515
195608,3090.182056317526
74986,2977.689638913937
241757,2596.5458123427866
64051,2464.0613699089927
240864,2817.4508507781284
5876,4504.288097455133
3773,4148.677847630301
55900,2261.6480799717956
222092,2860.891207302806
237389,3345.321298789206
144015,3510.341578788836
185015,2099.724483460702
193510,2704.716206066682
188026,2902.6078314446836
34443,2584.7124814373938
208232,2909.3272540731195
178022,2914.825925791246
57998,2250.080394872616
140156,3700.6372282741804
177279,2482.1498317595074
152422,4221.179229239482
127095,3013.4316753838907
134439,3771.9358451859944
159581,3483.2891883807843
192599,2907.2185427371414
243539,2861.6246773213825
244269,2858.2360891377994
127244,2983.4964684469805
141721,3218.2983111042963
233366,2657.506765026274
222869,2511.459780123011
215162,1988.5691389650342
11086,2556.5814882202053
117050,2869.2686410981164
145493,2882.4875360747924
27020,3221.9022193429323
185364,3176.3062921026135
117557,3551.2248216693874
94275,2752.796256538817
53813,2144.2050373280117
189176,2130.9384901143967
187980,2639.0923458693983
218545,2507.7516966471235
76128,2416.5809279074183
90417,2725.120208297517
52596,2503.0972080122633
73985,2648.6075041474337
194722,3015.751888176285
207995,3176.6792061480483
106078,3012.569439842635
191593,2811.6363428533414
75265,3345.42504467207
250626,3008.7308042762106
91903,2804.8087588811977
247276,2710.3209640522114
16889,2592.993794252134
224256,2806.1622707580377
108379,3034.519123327788
115513,2833.0886983061746
47323,2473.145334075585
91456,2832.3694632338124
39884,2933.85315672
71103,2755.60191968698
20081,2385.01956371312
124153,2609.8127787910885
160528,2990.2331857605823
51835,2252.1858656824597
129544,2327.899917234754
198549,3582.944505170699
227218,2329.874096334199
63722,3215.3003521633327
132494,3356.155241120786
118316,3364.1897935692205
154745,2806.975038688702
118609,3071.056868137827
83940,2511.5743497824446
109093,2552.9272458228324
129718,2696.472468035396
5764,3015.6973968699367
11555,2651.794475325486
120451,2656.9611695372832
236325,3026.14799626834
55151,2450.44219601538
79507,2884.1472569785747
50014,2830.1119969595024
215926,2535.564286884396
65395,2835.651176604781
8597,2798.208268782543
54137,2250.419256715646
155322,2203.9641728554348
14736,2533.3801087022134
2016,3655.686997135331
144517,2595.9660893484706
40286,2445.5910301808217
121173,2952.297458813993
89978,2713.0188175874055
251654,2058.7244434670533
74666,2255.650772752401
15061,2964.650269228148
71666,2515.144371133336
224560,2824.4572895694387
213452,2951.5007202663987
128100,2814.335267093231
239064,2481.846306050667
60253,2856.4619584431
44185,2788.02965256801
70182,2755.3970115923794
91779,2690.428826617226
103832,2664.6285096133865
208090,2506.0181071534416
245477,2750.7013126212887
134418,2659.55803412301
216801,2480.9562480554587
79954,2638.364556618451
242779,2297.802857461327
69036,2390.7110597495785
62454,2330.9386986014315
72336,3014.1859281193183
161713,2641.82604062591
72876,2133.1466409925433
184165,2556.935807173634
76593,3187.6987219565276
88606,2796.92038491347
245506,2709.4025162255457
187702,2614.5041834972026
122125,2376.5804288765366
229950,2943.4491627112793
101267,2956.8131534440768
151909,2207.308335011698
36569,2869.017564168589
186815,3172.7374969974076
156008,2907.9456312285956
140098,2822.2855165251103
180334,2328.785689916283
91787,3114.5198656137045
223605,2593.7158648586837
64867,2711.581965377576
236378,2742.950979164273
70219,2509.972406404221
108701,2440.9185125105855
110007,2870.314189918577
22647,2631.5132111559788
89076,2760.6341591153696
111629,2312.4026488653813
92688,2988.1275574318834
228065,2373.0287204896367
151223,2781.898458104639
106566,2588.814462946184
116854,2325.159951317805
103534,2688.5810418260044
92210,2810.8443987265982
203248,2534.032661627061
198779,2639.0931810323373
202168,2663.1959034806173
130722,3892.430653503368
18010,2721.1923589295134
191548,2498.3550260397787
211220,2825.4638868052352
85993,2632.0251705515666
218991,3090.1557576346786
56518,2362.1255007911363
242811,2785.1340893551114
243897,2743.951296951382
170964,2463.8779991750384
172020,2578.780662414476
187487,2665.2502397981348
37421,2428.238999478644
171428,3010.574155926507
82171,2576.8827909712054
181169,2835.150521240519
110543,2785.69046426052
186457,2519.4062164002694
239900,2589.5120187010825
228001,2529.5969552893403
148731,2775.458460980529
140136,2457.999920080299
223189,2341.802136272642
46245,2548.727466337327
108608,3309.022552030414
240180,2601.8273907196785
173421,2300.6016535108574
145652,2613.4927778725355
154444,2662.5938261850893
241150,2442.025192216795
15642,2653.249654671044
173258,2747.1957301140624
24116,2418.1920543388333
110083,2335.1863730526875
186090,3134.927597349125
178231,2493.336338484905
149894,2744.481987883932
154936,3516.642322756303
81378,2751.22336167212
204265,2928.2977233813654
191804,2275.042511613328
176010,2225.1836440022576
200704,2629.846828361716
61714,2534.156992819909
241646,2377.4268224409443
195789,2413.374709063758
236278,2252.0854665925726
77917,2958.9871483797215
136930,2714.6408690756152
33612,3614.1181881740895
87288,2979.8655036121063
145688,2263.038891359732
220595,2486.9560958635325
201378,3059.5081083188547
73462,2473.295479881588
134861,2131.7240396379902
209173,3964.5573524853417
127343,3085.8886748959253
39058,2282.3737682970677
82933,3079.754082991034
190057,2996.3552262375542
67560,3253.4167949959915
118538,3324.5555357426374
108264,2359.2537531310318
209557,2286.918806251692
98201,2589.6882791206685
219038,2705.158823246592
144467,2488.4063593659052
213752,2538.668736432555
165886,2658.407560634093
195658,2348.611836255773
191750,2307.0848914114563
15493,2993.5196902304237
225007,2711.582594749362
214439,3029.17452240992
73824,2895.117436733579
40250,2700.683400138184
114904,2793.1553938539087
68259,2940.469384602466
114100,2866.798605430136
31756,2149.67726191783
214659,2454.746940681442
213844,2690.2047353878384
25591,2868.0416993541985
41128,3073.58030305421
39662,2386.086628643655
210950,3011.8693172077164
160766,3286.7039745656402
16064,3081.0407907279478
197626,2885.678252544335
13065,3410.6203005463985
103944,3081.781087924676
227161,2546.2345607449834
51298,2227.935115712242
120075,2419.1883347232206
168844,2787.235751875099
110046,2831.8683941218997
107462,2558.5410656347026
210453,2754.6491345993027
223264,3246.8119732072746
220087,2423.034546699717
18025,2976.8296445249016
9373,2243.7784707714072
87291,3219.592424570207
33052,2722.071291977991
94818,3408.9054853966727
134842,2307.687951030841
118308,2846.621588476542
236143,2491.9803586793278
128847,3038.3342938382575
130611,2984.410311085544
226496,3406.1158189650105
169611,3682.5696656446853
209418,2670.8212428006927
192303,2608.087326307418
56072,2860.756858394743
29562,2854.406251743783
44183,2516.960304806403
8298,2931.2455089743517
141322,3061.8489530353972
94999,2872.5134483722713
237278,2617.987230334828
94305,3007.788210212959
248228,2954.9427060144353
176671,2933.7014530633055
3226,2852.464686755667
18341,2919.1753941326333
229498,2631.3117873698943
40856,2862.5746932115153
212949,3143.258993349715
203076,3051.394590677122
189579,2989.423286200791
74100,3000.2345980852424
124857,2721.2107982427497
160859,2979.1780796124267
119588,2545.0498436776284
21857,2776.611506002012
38279,2938.055480480614
218046,2600.5679819775864
42064,2959.737940632178
104775,3121.3938379150127
47872,2493.2524080525873
140504,2045.2415347588812
182206,2462.5881609467388
244381,3190.42191260152
193869,2581.973612539391
191346,2508.159287001877
113348,1843.4902606650378
234140,2379.12771771395
23347,2648.2687817421947
70278,2222.128633013785
151419,2373.2142478339047
3554,2038.250355500234
77121,2322.2348640413798
126663,2930.6816978187335
99992,2538.5479511983744
141138,3856.842931670321
71688,3581.8967056090705
211049,2186.604985435629
120444,3173.2073104131505
155206,2786.868804544364
138728,2893.4606712629056
95571,2901.4372103521014
18338,2672.9800784478
85957,3157.4479126950073
